Question,label
"Question: An art museum had 15 pictures to split equally into 2 different exhibits. How many more pictures would they need to make sure each exhibit had the same amount?
Solution: 1 (picture)
Steps: 15/2=7 r1; 2-1=1",18
"Question: When Jenna works out, she spends 18 minutes doing cardio and 20 minutes doing resistance training. Leon's workout consists of 17 minutes of cardio and 18 minutes of resistance training. Who does a higher ratio of cardio to resistance training?
Solution: Leon
Steps: 17/18=94.444%(Leon) > 18/20=90%(Jenna)",16
"Question: Kaleb has to sell 710 chocolate bars to get a prize. If each box contains 5 chocolate bars, how many boxes does he need to sell?
Solution: 142 (boxes)
Steps: 710/5=142",10
"Question: At the first day back in school, her parents bought her different colored pens. If her parents bought her 56 pens and she gave 22 of those to her friends, how many pens were left for her to use?
Solution: 34 (pens)
Steps: 56-22=34",3
"Question: Kristen notices an identical number of two types of insects in her neighborhood: butterflies and fireflies. She always seems to observe butterflies in groups of 44 and fireflies in groups of 17. What is the smallest number of butterflies that she could have seen?
Solution: 748 (butterflies)
Steps: LCM[44,17]=748",14
"Question: The very first thing that Rachel tried when they reached England was the food. If she ate 276 grams of bacon and 147 grams of sausages, how much food did she eat in total?
Solution: 423 (grams)
Steps: 276+147=423",2
"Question: 94 students signed up for computer classes. There were 24 second graders and 29 third graders. The rest of the students were fourth graders. How many fourth graders took computer classes?
Solution: 41 (fourth graders)
Steps: 94-24-29=41",1
"Question: Rita is buying flower bulbs for her garden. She wants to buy the same number of tulips and daffodils. If tulip bulbs come in packs of 15 and daffodil bulbs come in packs of 16, what is the least number of each type of bulb Rita will need to buy?
Solution: 240 (bulbs)
Steps: LCM[15,16]=240",14
"Question: There were 14 kids on the soccer field. 22 kids decided to join in. Now how many kids are on the soccer field?
Solution: 36 (kids)
Steps: 14+22=36",3
"Question: Some oranges were in the basket. Five oranges were taken from the basket. Now there are three oranges. How many oranges were in the basket before some of the oranges were taken?
Solution: 8 (oranges)
Steps: 5+3=8",18
"Question: The grasshopper and the frog had a jumping contest. The grasshopper jumped 25 inches. The frog jumped 15 inches farther than the grasshopper. How far did the frog jump?
Solution: 40 (inches)
Steps: 25+15=40",11
"Question: Mrs. Hilt has 50 cents. A pencil costs 5 cents. How many pencils can she buy with the money she has?
Solution: 10 (pencils)
Steps: 50/5=10",4
"Question: Mr. Lee wants to load 134 tons of his fruits. A large truck can load 15 tons of fruits and small truck can load 7 tons. In order to use the least number of trucks and have every truck fully occupied, how many small trucks should be used?
Solution: 2 (small trucks)
Steps: 134/15=8 r14; 14/7=2",12
"Question: Mr. Lee wants to load 134 tons of his fruits. A large truck can load 15 tons of fruits and small truck can load 7 tons. In order to use the least number of trucks and have every truck fully occupied, how many small trucks should be used?
Solution: 2 (small trucks)
Steps: 134/15=8 r14; 14/7=2",4
"Question: Edward had beaten 24 levels in a video game. If the ratio of levels he had beaten to not beaten was 3:1, how many levels does the game have total?
Solution: 32 (levels)
Steps: 3:4=24:32",16
"Question: There's only a week left before Christmas. John went out to buy gifts for his family. Having $999.00 for his budget, he went to a sports store and bought his brother a new pair of shoes for $165.00. How much money does he have left?
Solution: 834 (dollars)
Steps: 999-165=834",2
"Question: 35 campers went rowing in the morning. 27 campers went rowing in the afternoon. How many campers went rowing in all?
Solution: 62 (campers)
Steps: 35+27=62",3
"Question: Abigail's mom said she will be home from work in 65 minutes. It is 4:27 p.m., and Abigail has dance practice at 6:00 p.m. How much time will Abigail have between the time that her mom gets home from work and the beginning of dance practice?
Solution: 28 (minutes)
Steps: 4*60 (min/hour) + 27 (min) = 267 (min); 267 (min) + 65 (min) = 332 (min); 6*60 (min/hour) - 332 (min) = 28 (min)",7
"Question: At summer camp the ratio of boys to girls was 10:1. If there were 30 boys, how many girls were there?
Solution: 3 (girls)
Steps: 10:1=30:3",16
"Question: Katie had twelve pencils in her desk and three more in her backpack. How many did she have total?
Solution: 15 (pencils)
Steps: 12+3=15",0
"Question: Adam has $5.00 to buy an airplane that costs $4.28. How much change will he get?
Solution: 0.72 (dollars)
Steps: 5.00-4.28=0.72",7
"Question: There are some passengers on a bus. At a bus stop, 7 more passengers got on the bus and 9 passengers got off. If there are 26 passengers in the bus in the end, how many passengers were there at first?
Solution: 28 (passengers)
Steps: 26+9-7=28",3
"Question: The ages of Peter, Margaret and Jack are consecutive odd numbers. The sum of the ages of Peter and Margaret equals Jack's age before 5 years. Find the ages of Peter, Margaret and Jack.
Solution: 7 (years old); 9 (years old); 11 (years old)
Steps: x:Peter's age; x+(x+2)-5=(x+4)",13
"Question: Robin drank seven bottles of water in the morning and seven in the afternoon. How many bottles did Robin drink total?
Solution: 14 (bottles)
Steps: 7+7=14",0
"Question: For Halloween Faye scored 47 pieces of candy. She ate 25 pieces the first night and then her sister gave her 40 more pieces. How many pieces of candy does Faye have now?
Solution: 62 (pieces of candy)
Steps: 47-25+40=62",3
"Question: A fast food restaurant had ninety-one hotdogs. After selling some they had twenty left. What's the difference between the number of hotdogs before selling and after selling?
Solution: 71 (hotdogs)
Steps: 91-20=71",3
"Question: Roger went to the movies fifteen times last year and three times this year. How many times did Roger go to the movies all together?
Solution: 18 (times)
Steps: 15+3=18",0
"Question: A chess club has 3 members. If 4 new members are enrolled, how many total members are there in the chess club?
Solution: 7 (members)
Steps: 3+4=7",18
"Question: Collin baked 9 brownies with nuts on top and 34 brownies without nuts. What is the ratio of the number of brownies with nuts on top to the total number of brownies?
Solution: 9:43:00
Steps: 9+34=43; 9:43",15
"Question: Mrs. Hilt spent 25 cents on one caramel apple and 15 cents on one ice cream cone. How much more did the apple cost?
Solution: 10 (cents)
Steps: 25-15=10",3
"Question: A company invited sixty-eight people to a luncheon, but fifty of them didn't show up. If the tables they had held three people each, how many tables do they need?
Solution: 6 (tables)
Steps: (68-50)/3=6",6
"Question: At the edge of the forest, an anthill is blocking the way out. In order to pass through, he needs to help the ants gather food. If the ants need 911 grains of food and they already have 762, how many more grains are needed to be gathered?
Solution: 149 (grains)
Steps: 911-762=149",2
"Question: Their last stop before leaving the zoo is the bird museum. There, they went through 7 bird exhibits, spending 9 minutes going around each exhibit. How much time did they spend going through the museum?
Solution: 63 (minutes)
Steps: 7*9=63",4
"Question: Mrs. Hilt wants to make a border around her garden. She needs 125 rocks to complete the border. She has 64 rocks. How many more rocks does she need to complete the border?
Solution: 61 (rocks)
Steps: 125-64=61",2
"Question: At a school event, adults are seated in groups of exactly 17 and children are seated in groups of exactly 15. If there are the same number of adults as children, what is the minimum number of adults attending?
Solution: 255 (adults)
Steps: LCM[17,15]=255",14
"Question: Jane's dad brought home 24 marble potatoes. If Jane's mom made potato salad for lunch and served an equal amount of potatoes to Jane, herself and her husband, how many potatoes did each of them have?
Solution: 8 (potatoes)
Steps: 24/3=8",13
"Question: It's spring break at Rosewood High so Rachel and her family decided to take a trip across Europe. Since Rachel has always been fascinated by the French people, they began their tour with a visit to France. During their stay there, Rachel went to the famous Eiffel Tower. If she climbed 567 flights of stairs going up and 325 going down, what is the total number of steps that she took?
Solution: 892 (steps)
Steps: 567+325=892",2
"Question: A pet store took ten birds out of a cage and had nine still left inside. How many birds were in the cage to start with?
Solution: 19 (birds)
Steps: 10+9=19",0
"Question: While building the house, Charlie noticed that they were running out of nails so he told his father he's going to buy some. If they still have 9 nails left and Charlie bought 2 boxes of nails, the big one containing 55 nails and the small one containing 31, how many nails will they have?
Solution: 95 (nails)
Steps: 9+31+55=95",3
"Question: Janine owns a catering service company. She was hired to cater for the mayor's 50th birthday. For the appetizers, she needs to make 750 mini meat pies. She divided her crew into 3 teams. If the first team made 235, and the second made 275, how many pies should the third team make?
Solution: 240 (pies)
Steps: 750-(235+275)=240",6
"Question: Last week Howard had 26 dollars. He washed windows over the weekend and now has 52 dollars. How much money did he make washing windows?
Solution: 26 (dollars)
Steps: 52-26=26",3
"Question: Megan had five hundred sixteen pennies. She wanted to place the pennies into nine stacks, with the same amount in each stack. How many more pennies would she need so all the stacks would be equal?
Solution: 6 (pennies)
Steps: 516/9=57 r3; 9-3=6",10
"Question: Megan had five hundred sixteen pennies. She wanted to place the pennies into nine stacks, with the same amount in each stack. How many more pennies would she need so all the stacks would be equal?
Solution: 6 (pennies)
Steps: 516/9=57 r3; 9-3=6",18
"Question: Gino has 63 popsicle sticks. I have 50 popsicle sticks. What is the sum of our popsicle sticks?
Solution: 113 (popsicle sticks)
Steps: 63+50=113",2
"Question: A fast food restaurant had 3 boxes of chicken nuggets for $19.53. A competing restaurant had 2 boxes of chicken fingers for $13.12. Which food has a higher unit price?
Solution: Chicken finger
Steps: 19.53/3=6.51(Chicken nugget) < 13.12/2=6.56(Chicken finger)",7
"Question: A book store was selling 2 books for $15.86. Online the you could buy 7 books for $55.93. Which place has a lower unit price?
Solution: Book store
Steps: 15.86/2=7.93(Book store) < 55.93/7=7.99(Online)",7
"Question: Thrice the sum of a number and 2 equals 24 added with the same number. Write algebraic equation and find the number.
Solution: 9
Steps: x:The number; 3*(x+2)=24+x",13
"Question: Shaquira is baking cookies to put in packages for a fundraiser. Shaquira has made 86 chocolate chip cookies and 42 sugar cookies. Shaquira wants to create identical packages of cookies to sell, and she must use all of the cookies. What is the greatest number of identical packages that Shaquira can make?
Solution: 2 (identical packages)
Steps: GCD(86,42)=2",14
"Question: I want to plant 45 sunflower plants, 81 corn plants and 63 tomato plants in my garden. If I put the same number of plants in each row and each row has only one type of plant, what is the greatest number of plants I can put in one row?
Solution: 9 (plants)
Steps: GCD(45,81,63)=9",14
"Question: If Lillian split 20 Skittles between 8 people in her class and kept the left overs, how many Skittles did each classmate get?
Solution: 2 (Skittles)
Steps: 20/8=2 r4",10
"Question: He also had 8 aquariums for saltwater animals. Each aquarium has 64 animals in it. How many saltwater animals does Tyler have?
Solution: 512 (saltwater animals)
Steps: 8*64=512",9
"Question: The Razorback T-shirt Shop ordered 12 cases of t-shirts. If each case contains 24 t-shirts, how many t-shirts did they order?
Solution: 288 (t-shirts)
Steps: 12*24=288",9
"Question: Mrs. Hilt had $4,000 in her savings account. She earned 10% interest each year. If she left that money in the account for one year, how much will she have in the account at the end of that year?
Solution: 4400 (dollars)
Steps: 4000+(4000*0.1*1)=4400",16
"Question: At the fair there were 10 people in line for the bumper cars. If 2 of them got tired of waiting and left and 2 more got in line, how many people would be in line?
Solution: 10 (people)
Steps: 10-2+2=10",18
"Question: 2 beavers were working on their home. 1 went for a swim. How many beavers are still working on their home?
Solution: 1 (beavers)
Steps: 2-1=1",18
"Question: A parking lot has 117 spaces total. If 36 of the spaces have cars in them, what is the ratio of empty spaces to filled spaces?
Solution: 9:04
Steps: 117-36=81; 81:36=9:4",2
"Question: A parking lot has 117 spaces total. If 36 of the spaces have cars in them, what is the ratio of empty spaces to filled spaces?
Solution: 9:04
Steps: 117-36=81; 81:36=9:4",15
"Question: Drew prepared 61 servings of butterscotch. If she expects her 6 sweet-tooth guests to share the butterscotch among them equally, how many will be left unconsumed?
Solution: 1 (servings of butterscotch)
Steps: 61/6=10 r1",10
"Question: Ted and Fred measured their height. Their total height is 98 inches. Ted is 39 inches tall. How tall is Fred?
Solution: 98-39=59
Steps: 98-39=59",3
"Question: Cade had 87 marbles. He gave 8 to Dylan. How many does he have left?
Solution: 79 (marbles)
Steps: 87-8=79",3
"Question: Oliver collected two seashells from the beach on Monday and two more on Tuesday. How many seashells did Oliver collect all together?
Solution: 4 (seashells)
Steps: 2+2=4",18
"Question: Lex read a 420 page book about music and instruments. If he can read exactly 30 pages a day, how many days will it take Lex to finish reading the book?
Solution: 14 (days)
Steps: 420/30=14",12
"Question: Two bicycle enthusiasts are leaving Cincinnati at the same time. One is biking 840 miles to Boston. The other is biking 440 miles to Atlanta. What is the greatest number of miles a day each can bike if they want to cover equal distances each day?
Solution: 40 (miles)
Steps: GCD(840,440)=40",14
"Question: Instead of buying from the store, Melody made Christmas cards for the elderly in a nursing home. She had 99 blue sequins which she plans to use as snowflakes for the cards. If she distributes the sequins equally to 12 cards, how many sequins will Melody have left?
Solution: 3 (sequins)
Steps: 99/12=8 r3",12
"Question: Sarah could send ten text messages a day. If she sent eight, how many text messages does she have left she can send?
Solution: 2 (text messages)
Steps: 10-8=2",18
"Question: P and Q start at the same time in the same direction to run around a stadium. P completes a round in 252 seconds and Q in 198 seconds, both starting at the same point. After what time will they meet again at the starting point?
Solution: 2772 (seconds)
Steps: LCM[252,198]=2772",14
"Question: Rebecca wants to split a collection of eggs into groups of 2. Rebecca has 16 eggs and 3 marbles. How many groups will be created?
Solution: 8 (groups)
Steps: 16/2=8",4
"Question: Nancy had forty-three files on her computer. She deleted thirty-one of them and put the rest into folders with six files in each one. How many folders did Nancy end up with?
Solution: 2 (folders)
Steps: (43-31)/6=2",6
"Question: Paige had a sheet of paper that was 9 inches long and 10 inches wide. What is the area of the paper?
Solution: 90 (square inches)
Steps: 9*10=90",8
"Question: I have 28 cents in my pocket. How coins could I have on minimization?
Solution: 4 (coins)
Steps: 28/25=1 r3; 3/1=3; 1+3=4",10
"Question: I have 28 cents in my pocket. How coins could I have on minimization?
Solution: 4 (coins)
Steps: 28/25=1 r3; 3/1=3; 1+3=4",4
"Question: I have 28 cents in my pocket. How coins could I have on minimization?
Solution: 4 (coins)
Steps: 28/25=1 r3; 3/1=3; 1+3=4",18
"Question: A vase can hold 5 flowers. If you had 25 flowers, how many vases would you need?
Solution: 5 (vases)
Steps: 25/5=5",4
"Question: A container can hold four orange slices. If a company had three hundred twenty-nine orange slices to put into containers, how many more slices would they need to fill up the last container?
Solution: 3 (slices)
Steps: 329/4=82 r1; 4-1=3",10
"Question: A container can hold four orange slices. If a company had three hundred twenty-nine orange slices to put into containers, how many more slices would they need to fill up the last container?
Solution: 3 (slices)
Steps: 329/4=82 r1; 4-1=3",18
"Question: Dave was making ice using ice trays. He originally had two ice cubes. But made seven more cubes. How many ice cubes did he have totaled?
Solution: 9 (ice cubes)
Steps: 2+7=9",18
"Question: At the produce store you can buy 2 bags of bananas for $12.46. How much would it cost if you were to buy 6 bags?
Solution: 37.38 (dollars)
Steps: (12.46/2)*6=37.38",7
"Question: 63 people are going to the zoo. There are 3 cars to take people to the zoo. How many will go in each car if the same number go in each car?
Solution: 21 (people)
Steps: 63/3=21",4
"Question: To add support on the house's connections, he decided to tie the wood joints with rope. He needs 185 feet of rope. If he has 46 feet of rope with him and at the moment he only needed 57 feet, how many feet of rope did his friends give to him?
Solution: 82 (feet of rope)
Steps: 185-(57+46)=82",5
"Question: There are 43 students and 1720 apples. Each student has 9 Skittles. If the apples are divided equally among the students,how many does each student get?
Solution: 1720/43=40
Steps: 1720/43=40",12
"Question: Girl Scout cookies come packed 12 boxes to a case. Scout Deborah sold 31 boxes of Lemon Chalet Cremes. How many boxes will not be packed to a case?
Solution: 7 (boxes)
Steps: 31/12=2 r7",12
"Question: Jenny goes to dance class every 6 days, karate class every 12 days, and to the library every 18 days. On December 1st she went to both classes and the libary. How many days from December 1st will she do both classes and go to the library?
Solution: 36 (days)
Steps: LCM[6,12,18]=36",14
"Question: A Girl Scout camp served half of their granola with breakfast. After dinner, they put the remaining 6250 g of granola on top of their yogurt dessert. How many kilograms of granola did the Girl Scout camp start with?
Solution: 12.5 (kilograms of granola)
Steps: 6250 (g)*2 = 12500 (g); 12500/1000 (g/kg) = 12.5 (kg)",7
"Question: A rectangle flower bed had a total area of 35 square yards. If it was 5 yards wide, how long was it?
Solution: 7 (yards)
Steps: 35/5=7",4
"Question: Three workers are working to cut the trees. Worker X can cut a tree every 16 min, Worker Y every 32 min and Worker C every 24 min. If they start cutting three trees at the same time at 7:48, at what time will they start cutting trees at the same time again?
Solution: 0.391666667
Steps: (7*60 (min/hour) + 48) + LCM[16,32,24] + 0 = 564 (min); 564/60 (min/hour)=9 r24; hh:mm=9:24",7
"Question: Three workers are working to cut the trees. Worker X can cut a tree every 16 min, Worker Y every 32 min and Worker C every 24 min. If they start cutting three trees at the same time at 7:48, at what time will they start cutting trees at the same time again?
Solution: 0.391666667
Steps: (7*60 (min/hour) + 48) + LCM[16,32,24] + 0 = 564 (min); 564/60 (min/hour)=9 r24; hh:mm=9:24",12
"Question: An architect built a house with ten bedrooms total. If the second floor had two bedrooms. How many bedrooms does the first floor have?
Solution: 8 (bedrooms)
Steps: 10-2=8",18
"Question: Harry walked along the beach and collected 34 sea stars, 21 seashells and 29 snails. He lost some of the items and had 59 items left at the end of his walk. How many sea creatures did he lose in all?
Solution: 25 (sea creatures)
Steps: 34+21+29-59=25",11
"Question: Ethan and Frank went rowing. Ethan rowed the boat from 10:50 to 11:15. Frank rowed the boat twice as long. How long did the boys row the boat altogether?
Solution: 75 (minutes)
Steps: (11*60 (min/hour)+15)-(10*60 (min/hour)+50)+(((11*60 (min/hour)+15)-(10*60 (min/hour)+50))*2)=75 (min)",7
"Question: Sarah had some trucks. She gave 13 to Jeff, and now she has 38 trucks left. How many trucks did Sarah have to start with?
Solution: 51 (trucks)
Steps: 38+13=51",3
"Question: A food company has seven hundred seventy-seven kilograms of food to put into boxes. If each box gets exactly two kilograms, how many full boxes will they have?
Solution: 388 (boxes)
Steps: 777/2=388 r1",10
"Question: Robin is making bead necklaces. She wants to use 31 beads to make 4 necklaces. If she wants each necklace to have the same number of beads, how many beads will she have left over?
Solution: 3 (beads)
Steps: 31/4=7 r3",10
"Question: The area of square photo is 25 square inches. Angie decided to enlarge the photo by doubling the sides. What will the new area be?
Solution: 100 (square inches)
Steps: ((25)^(1/2)*2)^2=100",8
"Question: In Rina's desk drawer, there are 18 paper clips and 12 rubber bands. In Mia's office supply tray, there are 15 paper clips and 10 rubber bands. Who has a lower ratio of paper clips to rubber bands?
Solution: They are equal
Steps: 18/12=1.5(Rina's desk drawer) equals 15/10=1.5(Mia's office supply tray)",16
"Question: Adam had seventy-nine dollars saved up. After doing some chores his mother gave him another thirteen dollars. How much money does he have total?
Solution: 92 (dollars)
Steps: 79+13=92",3
"Question: It takes eight grams of plastic to make a ruler. If a company had eight hundred twenty-eight grams of plastic, how many entire rulers could they make?
Solution: 103 (rulers)
Steps: 828/8=103 r4",10
"Question: Martha bought 18 small cakes. She has 3 children. She would like to divide the cakes among her children so that each child gets the same amount. How many cakes would each child get?
Solution: 6 (cakes)
Steps: 18/3=6",4
"Question: When Amy got to the fair she had $15. When she left she had $11. How much money did she spend at the fair?
Solution: 4 (dollars)
Steps: 15-11=4",0
